id	hit_id	hit_title	hit_species	hit_evalue	hit_identity
4	"gnl|BL_ORD_ID|74949"	"Q82122.4 RecName: Full=Genome polyprotein; Contains: RecName: Full=P1; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=P2; Contains: RecName: Full=Protease 2A; Short=P2A; AltName: Full=Picornain 2A; AltName: Full=Protein 2A; Contains: RecName: Full=Protein 2B; Short=P2B; Contains: RecName: Full=Protein 2C; Short=P2C; Contains: RecName: Full=P3; Contains: RecName: Full=Protein 3AB; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=Viral protein genome-linked; Short=VPg; AltName: Full=Protein 3B; Short=P3B; Contains: RecName: Full=Protein 3CD; Contains: RecName: Full=Protease 3C; AltName: Full=Picornain 3C; Short=P3C; Contains: RecName: Full=RNA-directed RNA polymerase; Short=RdRp; AltName: Full=3D polymerase; Short=3Dpol; AltName: Full=Protein 3D; Short=3D [rhinovirus A16]"	"rhinovirus A16"	9.57954e-96	0.07524384579656293
4	"gnl|BL_ORD_ID|279383"	"P23008.3 RecName: Full=Genome polyprotein; Contains: RecName: Full=P1; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=P2; Contains: RecName: Full=Protease 2A; Short=P2A; AltName: Full=Picornain 2A; AltName: Full=Protein 2A; Contains: RecName: Full=Protein 2B; Short=P2B; Contains: RecName: Full=Protein 2C; Short=P2C; Contains: RecName: Full=P3; Contains: RecName: Full=Protein 3AB; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=Viral protein genome-linked; Short=VPg; AltName: Full=Protein 3B; Short=P3B; Contains: RecName: Full=Protein 3CD; Contains: RecName: Full=Protease 3C; AltName: Full=Picornain 3C; Short=P3C; Contains: RecName: Full=RNA-directed RNA polymerase; Short=RdRp; AltName: Full=3D polymerase; Short=3Dpol; AltName: Full=Protein 3D; Short=3D [Human rhinovirus 1A]"	"Human rhinovirus 1A"	7.98927e-95	0.07417709782104775
4	"gnl|BL_ORD_ID|475257"	"P04936.3 RecName: Full=Genome polyprotein; Contains: RecName: Full=P1; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=P2; Contains: RecName: Full=Protease 2A; Short=P2A; AltName: Full=Picornain 2A; AltName: Full=Protein 2A; Contains: RecName: Full=Protein 2B; Short=P2B; Contains: RecName: Full=Protein 2C; Short=P2C; Contains: RecName: Full=P3; Contains: RecName: Full=Protein 3AB; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=Viral protein genome-linked; Short=VPg; AltName: Full=Protein 3B; Short=P3B; Contains: RecName: Full=Protein 3CD; Contains: RecName: Full=Protease 3C; AltName: Full=Picornain 3C; Short=P3C; Contains: RecName: Full=RNA-directed RNA polymerase; Short=RdRp; AltName: Full=3D polymerase; Short=3Dpol; AltName: Full=Protein 3D; Short=3D [rhinovirus A2]"	"rhinovirus A2"	8.79366e-95	0.07302325581395348
4	"gnl|BL_ORD_ID|194837"	"Q155Z9.1 RecName: Full=Genome polyprotein; Contains: RecName: Full=Leader protein; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Rho; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=Beta; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=Gamma; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=Alpha; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=Protein 2A; Short=P2A; Contains: RecName: Full=Protein 2B; Short=P2B; Contains: RecName: Full=Protein 2C; Short=P2C; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=VPg; AltName: Full=Protein 3B; Short=P3B; AltName: Full=Viral protein genome-linked; Contains: RecName: Full=Protease 3C; Short=P3C; AltName: Full=Picornain 3C; AltName: Full=p22; Contains: RecName: Full=RNA-directed RNA polymerase; Short=RdRp; AltName: Full=3D polymerase; Short=3Dpol; AltName: Full=Protein 3D; Short=3D [Seneca Valley virus USA/SSV-001]"	"Seneca Valley virus USA/SSV-001"	4.20418e-45	0.041723979825768
4	"gnl|BL_ORD_ID|207784"	"P49303.1 RecName: Full=Genome polyprotein; Contains: RecName: Full=Leader protease; Short=Lpro; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=Protein 2A; Short=P2A; AltName: Full=P52; Contains: RecName: Full=Protein 2B; Short=P2B; Contains: RecName: Full=Protein 2C; Short=P2C; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=Protein 3B-1; Short=P3B-1; AltName: Full=Genome-linked protein VPg1; Contains: RecName: Full=Protein 3B-2; Short=P3B-2; AltName: Full=Genome-linked protein VPg2; Contains: RecName: Full=Protein 3B-3; Short=P3B-3; AltName: Full=Genome-linked protein VPg3; Contains: RecName: Full=Protease 3C; AltName: Full=Picornain 3C; Short=P3C; AltName: Full=Protease P20B; Contains: RecName: Full=RNA-directed RNA polymerase 3D-POL; Short=P3D-POL; AltName: Full=P56A [Foot-and-mouth disease virus A22/550/Azerbaijan/65]"	"Foot-and-mouth disease virus A22/550/Azerbaijan/65"	6.21554e-45	0.04708904109589041
4	"gnl|BL_ORD_ID|5011"	"P03307.2 RecName: Full=Genome polyprotein; Contains: RecName: Full=Leader protease; Short=Lpro; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=Protein 2A; Short=P2A; AltName: Full=P52; Contains: RecName: Full=Protein 2B; Short=P2B; Contains: RecName: Full=Protein 2C; Short=P2C; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=Protein 3B-1; Short=P3B-1; AltName: Full=Genome-linked protein VPg1; Contains: RecName: Full=Protein 3B-2; Short=P3B-2; AltName: Full=Genome-linked protein VPg2; Contains: RecName: Full=Protein 3B-3; Short=P3B-3; AltName: Full=Genome-linked protein VPg3; Contains: RecName: Full=Protease 3C; AltName: Full=Picornain 3C; Short=P3C; AltName: Full=Protease P20B; Contains: RecName: Full=RNA-directed RNA polymerase 3D-POL; Short=P3D-POL; AltName: Full=P56A [Foot-and-mouth disease virus (strain A5)]"	"Foot-and-mouth disease virus (strain A5)"	7.3085e-45	0.04588336192109777
4	"gnl|BL_ORD_ID|81244"	"C0MHL9.1 RecName: Full=Genome polyprotein; Contains: RecName: Full=Leader protein; Short=L; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Rho; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=Beta; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=Gamma; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=Alpha; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=Protein 2A; Short=P2A; Contains: RecName: Full=Protein 2B; Short=P2B; Contains: RecName: Full=Protein 2C; Short=P2C; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=VPg; Short=P3B; AltName: Full=Protein 3B; Contains: RecName: Full=Protease 3C; Short=P3C; AltName: Full=Picornain 3C; AltName: Full=p22; Contains: RecName: Full=RNA-directed RNA polymerase; Short=RdRp; AltName: Full=3D polymerase; Short=3Dpol; AltName: Full=Protein 3D; Short=3D [Saffold virus]"	"Saffold virus"	1.73766e-44	0.05228758169934641
4	"gnl|BL_ORD_ID|113654"	"P03308.2 RecName: Full=Genome polyprotein; Contains: RecName: Full=Leader protease; Short=Lpro; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=Protein 2A; Short=P2A; AltName: Full=P52; Contains: RecName: Full=Protein 2B; Short=P2B; Contains: RecName: Full=Protein 2C; Short=P2C; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=Protein 3B-1; Short=P3B-1; AltName: Full=Genome-linked protein VPg1; Contains: RecName: Full=Protein 3B-2; Short=P3B-2; AltName: Full=Genome-linked protein VPg2; Contains: RecName: Full=Protein 3B-3; Short=P3B-3; AltName: Full=Genome-linked protein VPg3; Contains: RecName: Full=Protease 3C; AltName: Full=Picornain 3C; Short=P3C; AltName: Full=Protease P20B; Contains: RecName: Full=RNA-directed RNA polymerase 3D-POL; Short=P3D-POL; AltName: Full=P56A [Foot-and-mouth disease virus (strain A12)]"	"Foot-and-mouth disease virus (strain A12)"	2.77906e-44	0.04543506215173596
4	"gnl|BL_ORD_ID|159817"	"P03305.1 RecName: Full=Genome polyprotein; Contains: RecName: Full=Leader protease; Short=Lb(pro); Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=Protein 2A; Short=P2A; AltName: Full=P52; Contains: RecName: Full=Protein 2B; Short=P2B; Contains: RecName: Full=Protein 2C; Short=P2C; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=Protein 3B-1; Short=P3B-1; AltName: Full=Genome-linked protein VPg1; Contains: RecName: Full=Protein 3B-2; Short=P3B-2; AltName: Full=Genome-linked protein VPg2; Contains: RecName: Full=Protein 3B-3; Short=P3B-3; AltName: Full=Genome-linked protein VPg3; Contains: RecName: Full=Protease 3C; AltName: Full=Picornain 3C; Short=P3C; AltName: Full=Protease P20B; Contains: RecName: Full=RNA-directed RNA polymerase 3D-POL; Short=P3D-POL; AltName: Full=P56A [Foot-and-mouth disease virus (strain O1)]"	"Foot-and-mouth disease virus (strain O1)"	2.88698e-44	0.045454545454545456
4	"gnl|BL_ORD_ID|76885"	"P03306.2 RecName: Full=Genome polyprotein; Contains: RecName: Full=Leader protease; Short=Lpro; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=Protein 2A; Short=P2A; AltName: Full=P52; Contains: RecName: Full=Protein 2B; Short=P2B; Contains: RecName: Full=Protein 2C; Short=P2C; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=Protein 3B-1; Short=P3B-1; AltName: Full=Genome-linked protein VPg1; Contains: RecName: Full=Protein 3B-2; Short=P3B-2; AltName: Full=Genome-linked protein VPg2; Contains: RecName: Full=Protein 3B-3; Short=P3B-3; AltName: Full=Genome-linked protein VPg3; Contains: RecName: Full=Protease 3C; AltName: Full=Picornain 3C; Short=P3C; AltName: Full=Protease P20B; Contains: RecName: Full=RNA-directed RNA polymerase 3D-POL; Short=P3D-POL; AltName: Full=P56A [Foot-and-mouth disease virus (strain A10-61)]"	"Foot-and-mouth disease virus (strain A10-61)"	5.068e-44	0.045454545454545456
4	"gnl|BL_ORD_ID|287623"	"P03309.2 RecName: Full=Genome polyprotein; Contains: RecName: Full=Leader protease; Short=Lpro; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Virion protein 4; Contains: RecName: Full=Protein VP2; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=Protein 2A; Short=P2A; AltName: Full=P52; Contains: RecName: Full=Protein 2B; Short=P2B; Contains: RecName: Full=Protein 2C; Short=P2C; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=Protein 3B-1; Short=P3B-1; AltName: Full=Genome-linked protein VPg1; Contains: RecName: Full=Protein 3B-2; Short=P3B-2; AltName: Full=Genome-linked protein VPg2; Contains: RecName: Full=Protein 3B-3; Short=P3B-3; AltName: Full=Genome-linked protein VPg3; Contains: RecName: Full=Protease 3C; AltName: Full=Picornain 3C; Short=P3C; AltName: Full=Protease P20B; Contains: RecName: Full=RNA-directed RNA polymerase 3D-POL; Short=P3D-POL; AltName: Full=P56A [Foot-and-mouth disease virus (strain A24 Cruzeiro)]"	"Foot-and-mouth disease virus (strain A24 Cruzeiro)"	5.21539e-44	0.045006429489927134
4	"gnl|BL_ORD_ID|387487"	"P03310.2 RecName: Full=Genome polyprotein; Contains: RecName: Full=Leader protease; Short=Lpro; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=Protein 2A; Short=P2A; AltName: Full=P52; Contains: RecName: Full=Protein 2B; Short=P2B; Contains: RecName: Full=Protein 2C; Short=P2C; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=Protein 3B-1; Short=P3B-1; AltName: Full=Genome-linked protein VPg1; Contains: RecName: Full=Protein 3B-2; Short=P3B-2; AltName: Full=Genome-linked protein VPg2; Contains: RecName: Full=Protein 3B-3; Short=P3B-3; AltName: Full=Genome-linked protein VPg3; Contains: RecName: Full=Protease 3C; AltName: Full=Picornain 3C; Short=P3C; AltName: Full=Protease P20B; Contains: RecName: Full=RNA-directed RNA polymerase 3D-POL; Short=P3D-POL; AltName: Full=P56A [Foot-and-mouth disease virus (strain C3 Indaial)]"	"Foot-and-mouth disease virus (strain C3 Indaial)"	6.01581e-44	0.04553264604810996
4	"gnl|BL_ORD_ID|472708"	"P15072.2 RecName: Full=Genome polyprotein; Contains: RecName: Full=Leader protease; Short=Lpro; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=Protein 2A; Short=P2A; AltName: Full=P52; Contains: RecName: Full=Protein 2B; Short=P2B; Contains: RecName: Full=Protein 2C; Short=P2C; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=Protein 3B-1; Short=P3B-1; AltName: Full=Genome-linked protein VPg1; Contains: RecName: Full=Protein 3B-2; Short=P3B-2; AltName: Full=Genome-linked protein VPg2; Contains: RecName: Full=Protein 3B-3; Short=P3B-3; AltName: Full=Genome-linked protein VPg3; Contains: RecName: Full=Protease 3C; AltName: Full=Picornain 3C; Short=P3C; AltName: Full=Protease P20B; Contains: RecName: Full=RNA-directed RNA polymerase 3D-POL; Short=P3D-POL; AltName: Full=P56A [Foot-and-mouth disease virus C1]"	"Foot-and-mouth disease virus C1"	1.71717e-43	0.04512247529007306
4	"gnl|BL_ORD_ID|187429"	"P03311.2 RecName: Full=Genome polyprotein; Contains: RecName: Full=Leader protease; Short=Lpro; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=Protein 2A; Short=P2A; AltName: Full=P52; Contains: RecName: Full=Protein 2B; Short=P2B; Contains: RecName: Full=Protein 2C; Short=P2C; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=Protein 3B-1; Short=P3B-1; AltName: Full=Genome-linked protein VPg1; Contains: RecName: Full=Protein 3B-2; Short=P3B-2; AltName: Full=Genome-linked protein VPg2; Contains: RecName: Full=Protein 3B-3; Short=P3B-3; AltName: Full=Genome-linked protein VPg3; Contains: RecName: Full=Protease 3C; AltName: Full=Picornain 3C; Short=P3C; AltName: Full=Protease P20B; Contains: RecName: Full=RNA-directed RNA polymerase 3D-POL; Short=P3D-POL; AltName: Full=P56A [Foot-and-mouth disease virus (strain C1-Santa Pau)]"	"Foot-and-mouth disease virus (strain C1-Santa Pau)"	2.09782e-43	0.04512247529007306
4	"gnl|BL_ORD_ID|272184"	"P03304.1 RecName: Full=Genome polyprotein; Contains: RecName: Full=Leader protein; Short=L; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Rho; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=Beta; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=Gamma; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=Alpha; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=Protein 2A; Short=P2A; AltName: Full=G; Contains: RecName: Full=Protein 2B; Short=I; Short=P2B; Contains: RecName: Full=Protein 2C; Short=C; Short=P2C; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=VPg; Short=P3B; AltName: Full=H; AltName: Full=Protein 3B; Contains: RecName: Full=Protease 3C; Short=P3C; AltName: Full=Picornain 3C; AltName: Full=p22; Contains: RecName: Full=RNA-directed RNA polymerase; Short=RdRp; AltName: Full=3D polymerase; Short=3Dpol; AltName: Full=E; AltName: Full=Protein 3D; Short=3D; Flags: Precursor [Encephalomyocarditis virus]"	"Encephalomyocarditis virus"	1.15861e-39	0.04410480349344978
4	"gnl|BL_ORD_ID|373541"	"Q66765.1 RecName: Full=Genome polyprotein; Contains: RecName: Full=Leader protein; Short=L; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Rho; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=Beta; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=Gamma; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=Alpha; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=Protein 2A; Short=P2A; AltName: Full=G; Contains: RecName: Full=Protein 2B; Short=I; Short=P2B; Contains: RecName: Full=Protein 2C; Short=C; Short=P2C; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=VPg; Short=P3B; AltName: Full=H; AltName: Full=Protein 3B; Contains: RecName: Full=Protease 3C; Short=P3C; AltName: Full=Picornain 3C; AltName: Full=p22; Contains: RecName: Full=RNA-directed RNA polymerase; Short=RdRp; AltName: Full=3D polymerase; Short=3Dpol; AltName: Full=E; AltName: Full=Protein 3D; Short=3D; Flags: Precursor [Encephalomyocarditis virus strain Rueckert]"	"Encephalomyocarditis virus strain Rueckert"	1.15874e-39	0.04406631762652705
4	"gnl|BL_ORD_ID|100306"	"P17593.1 RecName: Full=Genome polyprotein; Contains: RecName: Full=Leader protein; Short=L; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Rho; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=Beta; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=Gamma; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=Alpha; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=Protein 2A; Short=P2A; AltName: Full=G; Contains: RecName: Full=Protein 2B; Short=I; Short=P2B; Contains: RecName: Full=Protein 2C; Short=C; Short=P2C; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=VPg; Short=P3B; AltName: Full=H; AltName: Full=Protein 3B; Contains: RecName: Full=Protease 3C; Short=P3C; AltName: Full=Picornain 3C; AltName: Full=p22; Contains: RecName: Full=RNA-directed RNA polymerase; Short=RdRp; AltName: Full=3D polymerase; Short=3Dpol; AltName: Full=E; AltName: Full=Protein 3D; Short=3D; Flags: Precursor [Encephalomyocarditis virus strain emc-b nondiabetogenic]"	"Encephalomyocarditis virus strain emc-b nondiabetogenic"	4.38758e-39	0.04406631762652705
4	"gnl|BL_ORD_ID|184412"	"P17594.2 RecName: Full=Genome polyprotein; Contains: RecName: Full=Leader protein; Short=L; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Rho; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=Beta; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=Gamma; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=Alpha; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=Protein 2A; Short=P2A; AltName: Full=G; Contains: RecName: Full=Protein 2B; Short=I; Short=P2B; Contains: RecName: Full=Protein 2C; Short=C; Short=P2C; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=VPg; Short=P3B; AltName: Full=H; AltName: Full=Protein 3B; Contains: RecName: Full=Protease 3C; Short=P3C; AltName: Full=Picornain 3C; AltName: Full=p22; Contains: RecName: Full=RNA-directed RNA polymerase; Short=RdRp; AltName: Full=3D polymerase; Short=3Dpol; AltName: Full=E; AltName: Full=Protein 3D; Short=3D; Flags: Precursor [Encephalomyocarditis virus strain emc-d diabetogenic]"	"Encephalomyocarditis virus strain emc-d diabetogenic"	5.35723e-39	0.04406631762652705
4	"gnl|BL_ORD_ID|343389"	"B8XTP8.1 RecName: Full=Genome polyprotein; Contains: RecName: Full=Capsid protein VP0; AltName: Full=VP4-VP2; Contains: RecName: Full=Capsid protein VP4; AltName: Full=P1A; AltName: Full=Rho; AltName: Full=Virion protein 4; Contains: RecName: Full=Capsid protein VP2; AltName: Full=Beta; AltName: Full=P1B; AltName: Full=Virion protein 2; Contains: RecName: Full=Capsid protein VP3; AltName: Full=Gamma; AltName: Full=P1C; AltName: Full=Virion protein 3; Contains: RecName: Full=Capsid protein VP1; AltName: Full=Alpha; AltName: Full=P1D; AltName: Full=Virion protein 1; Contains: RecName: Full=Protein 2A; Short=P2A; AltName: Full=G; Contains: RecName: Full=Protein 2B; Short=I; Short=P2B; Contains: RecName: Full=Protein 2C; Short=C; Short=P2C; Contains: RecName: Full=Protein 3A; Short=P3A; Contains: RecName: Full=VPg; Short=P3B; AltName: Full=H; AltName: Full=Protein 3B; Contains: RecName: Full=Protease 3C; Short=P3C; AltName: Full=Picornain 3C; AltName: Full=p22; Contains: RecName: Full=RNA-directed RNA polymerase; Short=RdRp; AltName: Full=3D polymerase; Short=3Dpol; AltName: Full=Protein 3D; Short=3D [Cosavirus A isolate Human/Pakistan/0553/-]"	"Cosavirus A isolate Human/Pakistan/0553/-"	9.37798e-39	0.04896421845574388
